,Unnamed: 0,video_id,start,end,text,video_link,vid_path
20793,20793,S28DvOuB6cM.en,00:23:36.809,00:23:42.520, coronavirus is okay so if god willing i hope the,https://www.youtube.com/watch?v=S28DvOuB6cM.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/S28DvOuB6cM.en.vtt
20834,20834,S28DvOuB6cM.en,00:27:12.570,00:27:19.889, the cabocla with the history of my certificate of positive or negative the coronavirus right,https://www.youtube.com/watch?v=S28DvOuB6cM.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/S28DvOuB6cM.en.vtt
21189,21189,ZSiTT1Mlxek.en,00:28:43.989,00:28:48.099, Diário Oficial da União the pandemic car right We are in a hurry,https://www.youtube.com/watch?v=ZSiTT1Mlxek.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/ZSiTT1Mlxek.en.vtt
21478,21478,ZSiTT1Mlxek.en,00:55:23.430,00:55:30.510, in Brazil it's okay and also right Yeah we went beyond beyond the pandemic and elections,https://www.youtube.com/watch?v=ZSiTT1Mlxek.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/ZSiTT1Mlxek.en.vtt
22014,22014,Y8_SrdbHu3w.en,00:21:20.080,00:21:26.920, construction this can influence the stock market,https://www.youtube.com/watch?v=Y8_SrdbHu3w.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/Y8_SrdbHu3w.en.vtt
22015,22015,Y8_SrdbHu3w.en,00:21:26.920,00:21:30.430, influencing the dollar can influence a number of things that are still at,https://www.youtube.com/watch?v=Y8_SrdbHu3w.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/Y8_SrdbHu3w.en.vtt
22135,22135,4XMvWntct_w.en,00:00:29.259,00:00:33.460, languages ​​last week I don’t know the pleasure that scolds,https://www.youtube.com/watch?v=4XMvWntct_w.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/4XMvWntct_w.en.vtt
22430,22430,4XMvWntct_w.en,00:27:49.970,00:27:55.130, I fluted at the beginning nowadays for exceptional work is together,https://www.youtube.com/watch?v=4XMvWntct_w.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/4XMvWntct_w.en.vtt
22635,22635,4XMvWntct_w.en,00:47:28.280,00:47:34.740, problem is that there are hi people the influential month together a whole,https://www.youtube.com/watch?v=4XMvWntct_w.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/4XMvWntct_w.en.vtt
22745,22745,4XMvWntct_w.en,00:57:05.799,00:57:11.049, some change in the way of fighting the coronavirus the criticisms we changed the,https://www.youtube.com/watch?v=4XMvWntct_w.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/4XMvWntct_w.en.vtt
23328,23328,CpzZlV_wEqo.en,00:46:16.880,00:46:20.720, compared to the rest of Brazil and when the coronavirus comes to a draw in the economy,https://www.youtube.com/watch?v=CpzZlV_wEqo.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/CpzZlV_wEqo.en.vtt
23400,23400,CpzZlV_wEqo.en,00:52:00.609,00:52:08.200, making the team here no influence on things now he was a professor at ibmec,https://www.youtube.com/watch?v=CpzZlV_wEqo.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/CpzZlV_wEqo.en.vtt
23500,23500,-Nm2w9M5X84.en,00:04:54.380,00:04:59.419, mass vaccination on influenza here in Brazil but a problem that,https://www.youtube.com/watch?v=-Nm2w9M5X84.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/-Nm2w9M5X84.en.vtt
23501,23501,-Nm2w9M5X84.en,00:04:59.419,00:05:06.729, anticipated in the amazon state in the great lasts of people who contracted the flu,https://www.youtube.com/watch?v=-Nm2w9M5X84.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/-Nm2w9M5X84.en.vtt
24616,24616,5wTrE6F5jlc.en,00:10:15.140,00:10:20.990, pandemic in the queue increases even more because the staff of the,https://www.youtube.com/watch?v=5wTrE6F5jlc.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/5wTrE6F5jlc.en.vtt
24639,24639,5wTrE6F5jlc.en,00:12:09.680,00:12:14.240, sinking ships there on the coast of the sea has stopped the pandemic or continues for,https://www.youtube.com/watch?v=5wTrE6F5jlc.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/5wTrE6F5jlc.en.vtt
24640,24640,5wTrE6F5jlc.en,00:12:14.240,00:12:18.490, above did not give the floor because of the pandemic right I already have two to,https://www.youtube.com/watch?v=5wTrE6F5jlc.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/5wTrE6F5jlc.en.vtt
24727,24727,5wTrE6F5jlc.en,00:19:32.160,00:19:37.260," you won't even want a little flu, nothing's right, I know, I talked to my car",https://www.youtube.com/watch?v=5wTrE6F5jlc.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/5wTrE6F5jlc.en.vtt
24946,24946,5wTrE6F5jlc.en,00:38:48.010,00:38:52.690, worst inheritances that this pandemic will leave depression in people have,https://www.youtube.com/watch?v=5wTrE6F5jlc.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/5wTrE6F5jlc.en.vtt
24983,24983,5wTrE6F5jlc.en,00:42:01.430,00:42:07.130," coronavirus it seems that the economy wants to recover, see it was falling under",https://www.youtube.com/watch?v=5wTrE6F5jlc.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/5wTrE6F5jlc.en.vtt
25028,25028,5wTrE6F5jlc.en,00:46:00.619,00:46:07.640," problem present in the pandemic, right? We have the apec of war we have already",https://www.youtube.com/watch?v=5wTrE6F5jlc.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/5wTrE6F5jlc.en.vtt
25079,25079,5wTrE6F5jlc.en,00:50:21.029,00:50:30.630, the huge bureaucracy the pandemic delayed it is passed at the end of the line by tse and the,https://www.youtube.com/watch?v=5wTrE6F5jlc.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/5wTrE6F5jlc.en.vtt
25286,25286,UqEQfL6il8M.en,00:09:08.370,00:09:13.500, people started the pandemic ok And he was the one who's in his head I did it,https://www.youtube.com/watch?v=UqEQfL6il8M.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/UqEQfL6il8M.en.vtt
25520,25520,UqEQfL6il8M.en,00:29:58.060,00:30:06.040, and we had a pandemic it started to interfere with the number of unemployed,https://www.youtube.com/watch?v=UqEQfL6il8M.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/UqEQfL6il8M.en.vtt
25907,25907,UqEQfL6il8M.en,01:05:51.440,01:05:55.430, the pandemic was delayed a lot we wanted to open it at the beginning of the year,https://www.youtube.com/watch?v=UqEQfL6il8M.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/UqEQfL6il8M.en.vtt
25928,25928,UqEQfL6il8M.en,01:07:44.650,01:07:50.290, wanted to advance the conversion of the pandemic delayed us in the economy so a lot,https://www.youtube.com/watch?v=UqEQfL6il8M.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/UqEQfL6il8M.en.vtt
25949,25949,UqEQfL6il8M.en,01:09:39.380,01:09:47.060, the following happens I the pandemic the covid-19 disease she just,https://www.youtube.com/watch?v=UqEQfL6il8M.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/UqEQfL6il8M.en.vtt
26085,26085,23n7j9ERAd4.en,00:05:45.150,00:05:49.380, direct influence of ethanol also influences the price of gasoline because,https://www.youtube.com/watch?v=23n7j9ERAd4.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/23n7j9ERAd4.en.vtt
26210,26210,23n7j9ERAd4.en,00:17:10.070,00:17:13.790, two deputies here a fluffy deputy from são paulo,https://www.youtube.com/watch?v=23n7j9ERAd4.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/23n7j9ERAd4.en.vtt
26593,26593,oVIJD_tuRPY.en,00:11:07.260,00:11:11.850, stopped the pandemic congratulations to melissa tereza cristina to rural producers,https://www.youtube.com/watch?v=oVIJD_tuRPY.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/oVIJD_tuRPY.en.vtt
26719,26719,oVIJD_tuRPY.en,00:22:12.710,00:22:17.159, authority right from outside Brazil saying that this pandemic came,https://www.youtube.com/watch?v=oVIJD_tuRPY.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/oVIJD_tuRPY.en.vtt
27056,27056,07MDmr5LoRE.en,00:14:44.330,00:14:51.740, total the flower the influence o the influenza side of the northern hemisphere she keeps 0.1 there,https://www.youtube.com/watch?v=07MDmr5LoRE.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/07MDmr5LoRE.en.vtt
27127,27127,07MDmr5LoRE.en,00:21:42.420,00:21:49.200," 100-year-old newspaper talking ah, you got a big one, my got the flu",https://www.youtube.com/watch?v=07MDmr5LoRE.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/07MDmr5LoRE.en.vtt
27250,27250,07MDmr5LoRE.en,00:34:03.860,00:34:12.950, protocol I made an ordinance letting the tamiflu insert insert that the remedy,https://www.youtube.com/watch?v=07MDmr5LoRE.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/07MDmr5LoRE.en.vtt
27376,27376,07MDmr5LoRE.en,00:45:34.760,00:45:38.650, pandemic hydroxychloroquine its subject that even stressful because,https://www.youtube.com/watch?v=07MDmr5LoRE.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/07MDmr5LoRE.en.vtt
27643,27643,07MDmr5LoRE.en,01:09:23.780,01:09:30.440, fight the coronavirus ok has a r $ 600 corona voucher is guaranteed by whose,https://www.youtube.com/watch?v=07MDmr5LoRE.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/07MDmr5LoRE.en.vtt
27659,27659,07MDmr5LoRE.en,01:10:45.630,01:10:52.920, guy who steals right is money that should be will not be the pandemic he will,https://www.youtube.com/watch?v=07MDmr5LoRE.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/07MDmr5LoRE.en.vtt
28734,28734,SFLD7xpDmuY.en,00:05:37.120,00:05:42.940, coronavirus in my case it worked ok i'm not not seeing anything with this i'm,https://www.youtube.com/watch?v=SFLD7xpDmuY.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/SFLD7xpDmuY.en.vtt
28764,28764,SFLD7xpDmuY.en,00:08:16.229,00:08:22.410, have been run over multiply by three pandemics ef present for what,https://www.youtube.com/watch?v=SFLD7xpDmuY.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/SFLD7xpDmuY.en.vtt
29000,29000,vNyBRsVZ0gg.en,00:04:33.000,00:04:40.100, health and and also aggravated by one by a pandemic drop quite safe,https://www.youtube.com/watch?v=vNyBRsVZ0gg.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/vNyBRsVZ0gg.en.vtt
29024,29024,vNyBRsVZ0gg.en,00:06:47.489,00:06:52.679, separation and real in fact because everything will influence the life span in,https://www.youtube.com/watch?v=vNyBRsVZ0gg.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/vNyBRsVZ0gg.en.vtt
29184,29184,vNyBRsVZ0gg.en,00:20:08.419,00:20:14.660," it was okay, very good, okay, and this pandemic will overcome this some",https://www.youtube.com/watch?v=vNyBRsVZ0gg.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/vNyBRsVZ0gg.en.vtt
29299,29299,1sWkcMxBIO4.en,00:10:00.260,00:10:07.520, helped a lot to prevent fluorescence from happening here in Brazil ok so the,https://www.youtube.com/watch?v=1sWkcMxBIO4.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/1sWkcMxBIO4.en.vtt
29312,29312,1sWkcMxBIO4.en,00:11:06.390,00:11:10.980, that obviously directly influenced corruption on the day we take 20 months,https://www.youtube.com/watch?v=1sWkcMxBIO4.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/1sWkcMxBIO4.en.vtt
29369,29369,1sWkcMxBIO4.en,00:15:44.510,00:15:48.230, pandemics these classes are not happening so we're going to start to,https://www.youtube.com/watch?v=1sWkcMxBIO4.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/1sWkcMxBIO4.en.vtt
29520,29520,1sWkcMxBIO4.en,00:29:10.340,00:29:15.190, try to avoid wasting public resources during the pandemic,https://www.youtube.com/watch?v=1sWkcMxBIO4.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/1sWkcMxBIO4.en.vtt
29840,29840,sX8yKd_4x5Y.en,00:01:18.210,00:01:33.329, in cassette 90 in month after month positively influenced the numbers of the,https://www.youtube.com/watch?v=sX8yKd_4x5Y.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/sX8yKd_4x5Y.en.vtt
29942,29942,CaTtyaM5Jlw.en,00:08:06.880,00:08:11.620, and coronavirus doesn’t say I don’t know that having my mother I know how,https://www.youtube.com/watch?v=CaTtyaM5Jlw.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/CaTtyaM5Jlw.en.vtt
30077,30077,CaTtyaM5Jlw.en,00:19:42.480,00:19:46.590, fuel with a colleague my enjoyment if not long ago and I got into a fluent then,https://www.youtube.com/watch?v=CaTtyaM5Jlw.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/CaTtyaM5Jlw.en.vtt
30579,30579,3jdapBHs7Oo.en,00:20:57.580,00:21:05.350, like ge and diving and flush will hire to stay a chief and,https://www.youtube.com/watch?v=3jdapBHs7Oo.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/3jdapBHs7Oo.en.vtt
31313,31313,-4vo-vjUuNE.en,00:14:11.710,00:14:15.890, Fluminense takes a lot in the back too you want to work has already happened in,https://www.youtube.com/watch?v=-4vo-vjUuNE.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/-4vo-vjUuNE.en.vtt
31338,31338,-4vo-vjUuNE.en,00:16:34.379,00:16:40.800, a course in the total pandemic will come close not to be labeled a liar is,https://www.youtube.com/watch?v=-4vo-vjUuNE.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/-4vo-vjUuNE.en.vtt
31472,31472,-4vo-vjUuNE.en,00:28:09.790,00:28:13.570, fuel among them ethanol at the time of the pandemic is still a little,https://www.youtube.com/watch?v=-4vo-vjUuNE.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/-4vo-vjUuNE.en.vtt
31562,31562,-4vo-vjUuNE.en,00:35:57.260,00:36:03.829, right and because if it reaches such a point and I think I can influence the,https://www.youtube.com/watch?v=-4vo-vjUuNE.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/-4vo-vjUuNE.en.vtt
31572,31572,-4vo-vjUuNE.en,00:36:58.280,00:37:04.040, I will ask the question here is it accumulated because of the pandemic is almost,https://www.youtube.com/watch?v=-4vo-vjUuNE.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/-4vo-vjUuNE.en.vtt
