,Unnamed: 0,video_id,start,end,text,video_link,vid_path
5478,5478,7A77t4iM-vQ.en,00:21:42.220,00:21:50.409, speak in artistic media make it very clear and last week I stayed the film,https://www.youtube.com/watch?v=7A77t4iM-vQ.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/7A77t4iM-vQ.en.vtt
5509,5509,7A77t4iM-vQ.en,00:24:22.000,00:24:28.540, here you are making a haven of crooks of corrupt and terrorists is an example,https://www.youtube.com/watch?v=7A77t4iM-vQ.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/7A77t4iM-vQ.en.vtt
5511,5511,7A77t4iM-vQ.en,00:24:34.690,00:24:40.090, baptized lady there until when we have now in holy faith,https://www.youtube.com/watch?v=7A77t4iM-vQ.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/7A77t4iM-vQ.en.vtt
5687,5687,k6Z0JYrx95Q.en,00:06:40.440,00:06:45.930, which is a mediator and the time of treatment also decreases is to decrease a,https://www.youtube.com/watch?v=k6Z0JYrx95Q.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/k6Z0JYrx95Q.en.vtt
5889,5889,k6Z0JYrx95Q.en,00:23:50.919,00:23:55.720, increase money laundering and corruption among other measures,https://www.youtube.com/watch?v=k6Z0JYrx95Q.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/k6Z0JYrx95Q.en.vtt
6012,6012,k6Z0JYrx95Q.en,00:33:32.070,00:33:36.960, with the exception of brazil grandson is worth nothing more than that nobody will release that,https://www.youtube.com/watch?v=k6Z0JYrx95Q.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/k6Z0JYrx95Q.en.vtt
6092,6092,VKSqQJwowWg.en,00:01:19.030,00:01:24.820, 'move helicopter to capanema the inauguration of the hydroelectric plant in low iguaçu,https://www.youtube.com/watch?v=VKSqQJwowWg.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/VKSqQJwowWg.en.vtt
6105,6105,VKSqQJwowWg.en,00:02:31.410,00:02:37.630, licensing and not connecting two in two areas beyond the region is mediator,https://www.youtube.com/watch?v=VKSqQJwowWg.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/VKSqQJwowWg.en.vtt
6117,6117,VKSqQJwowWg.en,00:03:47.560,00:03:50.230, schools the minister landmark consumption of that,https://www.youtube.com/watch?v=VKSqQJwowWg.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/VKSqQJwowWg.en.vtt
6191,6191,VKSqQJwowWg.en,00:09:57.390,00:10:02.880, same time that I asked a restaurant not to accept this group right,https://www.youtube.com/watch?v=VKSqQJwowWg.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/VKSqQJwowWg.en.vtt
6192,6192,VKSqQJwowWg.en,00:10:02.880,00:10:09.090, and he accepted it and immediately afterwards released it and started working on it,https://www.youtube.com/watch?v=VKSqQJwowWg.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/VKSqQJwowWg.en.vtt
6236,6236,VKSqQJwowWg.en,00:13:58.330,00:14:01.420, this approximation with Celtic being exceptional we now also have in,https://www.youtube.com/watch?v=VKSqQJwowWg.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/VKSqQJwowWg.en.vtt
6254,6254,VKSqQJwowWg.en,00:15:33.400,00:15:37.300, bolsonaro maybe not only in the mainstream media but you,https://www.youtube.com/watch?v=VKSqQJwowWg.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/VKSqQJwowWg.en.vtt
6296,6296,VKSqQJwowWg.en,00:19:09.490,00:19:13.960, his attempt was now after the provisional measure that 90% of the problems,https://www.youtube.com/watch?v=VKSqQJwowWg.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/VKSqQJwowWg.en.vtt
6327,6327,VKSqQJwowWg.en,00:21:59.880,00:22:04.990, even the term was in Brazil the concept of,https://www.youtube.com/watch?v=VKSqQJwowWg.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/VKSqQJwowWg.en.vtt
6346,6346,VKSqQJwowWg.en,00:23:49.450,00:23:52.539, for ordinary people except for karts,https://www.youtube.com/watch?v=VKSqQJwowWg.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/VKSqQJwowWg.en.vtt
6369,6369,VKSqQJwowWg.en,00:26:19.049,00:26:23.820, governments that was at that time the pt did not do what the pt likes everything been,https://www.youtube.com/watch?v=VKSqQJwowWg.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/VKSqQJwowWg.en.vtt
6385,6385,VKSqQJwowWg.en,00:27:43.000,00:27:47.980, to lose the caxias to shelter the clea captain like me but the old dream of,https://www.youtube.com/watch?v=VKSqQJwowWg.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/VKSqQJwowWg.en.vtt
6404,6404,VKSqQJwowWg.en,00:29:28.630,00:29:34.549, guaranteeing the free option the free right the person chooses whether or not he wants to have,https://www.youtube.com/watch?v=VKSqQJwowWg.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/VKSqQJwowWg.en.vtt
6472,6472,VKSqQJwowWg.en,00:35:37.560,00:35:41.730, reading the vote in front of the river swept the silva is a wonderful walk several,https://www.youtube.com/watch?v=VKSqQJwowWg.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/VKSqQJwowWg.en.vtt
6495,6495,VKSqQJwowWg.en,00:37:44.660,00:37:52.369, you do not accept percent so practically recomposes it all is,https://www.youtube.com/watch?v=VKSqQJwowWg.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/VKSqQJwowWg.en.vtt
6510,6510,MIWLSkgBVc4.en,00:00:21.880,00:00:27.699, the astronaut Marcos Pontes and has the empty chair in the ghost Tarcísio was the,https://www.youtube.com/watch?v=MIWLSkgBVc4.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/MIWLSkgBVc4.en.vtt
6587,6587,MIWLSkgBVc4.en,00:07:53.260,00:08:28.660," and look, you need to lose a little bit, I have it all, and it’s almost Folha",https://www.youtube.com/watch?v=MIWLSkgBVc4.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/MIWLSkgBVc4.en.vtt
6595,6595,MIWLSkgBVc4.en,00:09:18.769,00:09:24.889, and then the position of Captain arrived did an imitate Juninho just like you asked for him,https://www.youtube.com/watch?v=MIWLSkgBVc4.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/MIWLSkgBVc4.en.vtt
6620,6620,MIWLSkgBVc4.en,00:12:25.670,00:12:34.580, exceptional is all praise see you can really see your work on the railroad,https://www.youtube.com/watch?v=MIWLSkgBVc4.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/MIWLSkgBVc4.en.vtt
6622,6622,MIWLSkgBVc4.en,00:12:40.079,00:12:45.450, having an exceptional person There is no doubt that he is based on salaries,https://www.youtube.com/watch?v=MIWLSkgBVc4.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/MIWLSkgBVc4.en.vtt
6626,6626,MIWLSkgBVc4.en,00:13:01.500,00:13:18.230, more pray and other things from Brazil 1 paint the corruption there from Google Play do,https://www.youtube.com/watch?v=MIWLSkgBVc4.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/MIWLSkgBVc4.en.vtt
6634,6634,MIWLSkgBVc4.en,00:13:50.079,00:13:55.540, the controllership-general of the union is the captain also Wagner Rosário he is a guy who,https://www.youtube.com/watch?v=MIWLSkgBVc4.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/MIWLSkgBVc4.en.vtt
6641,6641,MIWLSkgBVc4.en,00:14:33.540,00:14:37.689, corrupt to do any third party in Brazil is happy service I would like,https://www.youtube.com/watch?v=MIWLSkgBVc4.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/MIWLSkgBVc4.en.vtt
6705,6705,MIWLSkgBVc4.en,00:21:13.630,00:21:18.130, and talk about corruption I will not say that this icy option for Everyone thinks that,https://www.youtube.com/watch?v=MIWLSkgBVc4.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/MIWLSkgBVc4.en.vtt
6728,6728,MIWLSkgBVc4.en,00:23:32.790,00:23:38.160, event demands an iron ore ship there and receives 62 laptop ok and,https://www.youtube.com/watch?v=MIWLSkgBVc4.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/MIWLSkgBVc4.en.vtt
6774,6774,MIWLSkgBVc4.en,00:27:36.950,00:27:41.990, it's so we adapt the special works of art sounds the overpasses we lowered,https://www.youtube.com/watch?v=MIWLSkgBVc4.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/MIWLSkgBVc4.en.vtt
6785,6785,MIWLSkgBVc4.en,00:28:36.930,00:28:43.080, is the third has been exceptional How to praise the nine months nine Vinícius,https://www.youtube.com/watch?v=MIWLSkgBVc4.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/MIWLSkgBVc4.en.vtt
6806,6806,MIWLSkgBVc4.en,00:30:25.360,00:30:29.740, there apprentice there I always kept looking we need to have more railroad in the,https://www.youtube.com/watch?v=MIWLSkgBVc4.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/MIWLSkgBVc4.en.vtt
6841,6841,MIWLSkgBVc4.en,00:34:03.460,00:34:08.889, bar table right Mia personal communication and he is an exceptional doctor today he,https://www.youtube.com/watch?v=MIWLSkgBVc4.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/MIWLSkgBVc4.en.vtt
6852,6852,MIWLSkgBVc4.en,00:35:00.950,00:35:05.299, optional the account of you is as I said yesterday is not to miss active,https://www.youtube.com/watch?v=MIWLSkgBVc4.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/MIWLSkgBVc4.en.vtt
6853,6853,MIWLSkgBVc4.en,00:35:05.299,00:35:30.010, optional on the state scene and has already managed to think that 18 governors,https://www.youtube.com/watch?v=MIWLSkgBVc4.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/MIWLSkgBVc4.en.vtt
6936,6936,MIWLSkgBVc4.en,00:43:17.510,00:43:24.230, combating corruption in general and We created in the ministry structure,https://www.youtube.com/watch?v=MIWLSkgBVc4.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/MIWLSkgBVc4.en.vtt
6937,6937,MIWLSkgBVc4.en,00:43:24.230,00:43:28.550, a program called anti-corruption radar we take the determination there very seriously,https://www.youtube.com/watch?v=MIWLSkgBVc4.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/MIWLSkgBVc4.en.vtt
6946,6946,MIWLSkgBVc4.en,00:44:10.340,00:44:12.690, intolerant and with the issue of corruption and it's giving,https://www.youtube.com/watch?v=MIWLSkgBVc4.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/MIWLSkgBVc4.en.vtt
6958,6958,MIWLSkgBVc4.en,00:45:19.180,00:45:25.360," everything happens now of regrettably the corruption that occurred, right in some",https://www.youtube.com/watch?v=MIWLSkgBVc4.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/MIWLSkgBVc4.en.vtt
7065,7065,njs9mTU0jp8.en,00:04:04.380,00:04:09.740, pt camilo pt is also doing his job we don't have a problem here,https://www.youtube.com/watch?v=njs9mTU0jp8.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/njs9mTU0jp8.en.vtt
7094,7094,njs9mTU0jp8.en,00:06:19.659,00:06:25.959, will approve them with 48 votes in favor and 18 in the last attempt was 31 to 20,https://www.youtube.com/watch?v=njs9mTU0jp8.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/njs9mTU0jp8.en.vtt
7112,7112,njs9mTU0jp8.en,00:07:41.410,00:07:47.470, 15-hour producer then trained to reduce energy consumption and the part,https://www.youtube.com/watch?v=njs9mTU0jp8.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/njs9mTU0jp8.en.vtt
7179,7179,njs9mTU0jp8.en,00:13:52.680,00:13:58.080, depth we here in our city never have to visit our,https://www.youtube.com/watch?v=njs9mTU0jp8.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/njs9mTU0jp8.en.vtt
7202,7202,njs9mTU0jp8.en,00:16:02.970,00:16:07.050," while there are social media that don’t set the tone, we’re going to change",https://www.youtube.com/watch?v=njs9mTU0jp8.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/njs9mTU0jp8.en.vtt
7205,7205,njs9mTU0jp8.en,00:16:15.179,00:16:21.089, the traditional media and also a little bit of our concerns raised to,https://www.youtube.com/watch?v=njs9mTU0jp8.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/njs9mTU0jp8.en.vtt
7227,7227,njs9mTU0jp8.en,00:18:13.290,00:18:18.270, were at the reception the president came out was to hug them he went up,https://www.youtube.com/watch?v=njs9mTU0jp8.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/njs9mTU0jp8.en.vtt
7325,7325,njs9mTU0jp8.en,00:27:08.380,00:27:14.290, occurred with education I we cannot accept that the game of chance,https://www.youtube.com/watch?v=njs9mTU0jp8.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/njs9mTU0jp8.en.vtt
7340,7340,njs9mTU0jp8.en,00:28:19.019,00:28:24.210, journalist starts to miss fighting with exceptional and also the,https://www.youtube.com/watch?v=njs9mTU0jp8.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/njs9mTU0jp8.en.vtt
7467,7467,njs9mTU0jp8.en,00:39:20.970,00:39:28.770, culture is the earthquake of us is no longer accepting the proliferation of radars in the,https://www.youtube.com/watch?v=njs9mTU0jp8.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/njs9mTU0jp8.en.vtt
7492,7492,njs9mTU0jp8.en,00:41:40.429,00:41:46.999, has come today that corruption for a long time the organs of,https://www.youtube.com/watch?v=njs9mTU0jp8.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/njs9mTU0jp8.en.vtt
7535,7535,ZLIUvoZDSFc.en,00:00:17.140,00:00:20.830, hug to all mato grosso do sul extension and optics sure ok,https://www.youtube.com/watch?v=ZLIUvoZDSFc.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/ZLIUvoZDSFc.en.vtt
7566,7566,ZLIUvoZDSFc.en,00:02:46.660,00:02:51.310, met with for example was released to come here until separate to the bpt for,https://www.youtube.com/watch?v=ZLIUvoZDSFc.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/ZLIUvoZDSFc.en.vtt
7619,7619,ZLIUvoZDSFc.en,00:07:01.919,00:07:08.399, symptom it only serves to pass on but they are the ones that will bring the,https://www.youtube.com/watch?v=ZLIUvoZDSFc.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/ZLIUvoZDSFc.en.vtt
7688,7688,ZLIUvoZDSFc.en,00:13:00.829,00:13:06.140, children who are mostly asymptomatic carriers of glass,https://www.youtube.com/watch?v=ZLIUvoZDSFc.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/ZLIUvoZDSFc.en.vtt
7720,7720,ZLIUvoZDSFc.en,00:15:37.740,00:15:42.839, are doing an exceptional job their positions facing the economy are,https://www.youtube.com/watch?v=ZLIUvoZDSFc.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/ZLIUvoZDSFc.en.vtt
7721,7721,ZLIUvoZDSFc.en,00:15:42.839,00:15:47.639, being exceptional thoughtful in putting it vibrating with him he’s solving,https://www.youtube.com/watch?v=ZLIUvoZDSFc.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/ZLIUvoZDSFc.en.vtt
7761,7761,YRkhkGbsYHw.en,00:00:45.329,00:00:54.960, accept without any problem in talking quick game here is from the economy to,https://www.youtube.com/watch?v=YRkhkGbsYHw.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/YRkhkGbsYHw.en.vtt
7788,7788,YRkhkGbsYHw.en,00:03:23.920,00:03:28.540, another boy were also exceptional as ricardo salles in the environment,https://www.youtube.com/watch?v=YRkhkGbsYHw.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/YRkhkGbsYHw.en.vtt
7809,7809,YRkhkGbsYHw.en,00:05:09.160,00:05:15.350, skid in the bathroom and the ugly fall baptized person the first time I want it,https://www.youtube.com/watch?v=YRkhkGbsYHw.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/YRkhkGbsYHw.en.vtt
7818,7818,YRkhkGbsYHw.en,00:05:58.660,00:06:03.410, previous falling exceptionally well congratulations marcelo marcelo noted our,https://www.youtube.com/watch?v=YRkhkGbsYHw.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/YRkhkGbsYHw.en.vtt
7834,7834,YRkhkGbsYHw.en,00:07:24.090,00:07:29.520, also the visa exemption for Indian in Brazil for the Chinese is on the straight,https://www.youtube.com/watch?v=YRkhkGbsYHw.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/YRkhkGbsYHw.en.vtt
7849,7849,YRkhkGbsYHw.en,00:08:48.050,00:08:56.610, was against hit they were kept some sparrows and fixed as well as the furniture,https://www.youtube.com/watch?v=YRkhkGbsYHw.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/YRkhkGbsYHw.en.vtt
7866,7866,YRkhkGbsYHw.en,00:10:22.350,00:10:28.110, exceptional work in justice and even have to listen to love without the human being already,https://www.youtube.com/watch?v=YRkhkGbsYHw.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/YRkhkGbsYHw.en.vtt
7918,7918,YRkhkGbsYHw.en,00:15:00.520,00:15:06.400, agreed and said it is not a surcharge so I saw it on some social media,https://www.youtube.com/watch?v=YRkhkGbsYHw.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/YRkhkGbsYHw.en.vtt
7942,7942,YRkhkGbsYHw.en,00:17:04.980,00:17:11.579, whoever works here represents us except we reset this quota will,https://www.youtube.com/watch?v=YRkhkGbsYHw.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/YRkhkGbsYHw.en.vtt
7962,7962,YRkhkGbsYHw.en,00:18:49.730,00:18:58.700, vote more on you allied with corruption read on crime right the balance was excellent,https://www.youtube.com/watch?v=YRkhkGbsYHw.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/YRkhkGbsYHw.en.vtt
7981,7981,YRkhkGbsYHw.en,00:20:39.210,00:20:42.659, the law I know that defends the pt still going back there,https://www.youtube.com/watch?v=YRkhkGbsYHw.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/YRkhkGbsYHw.en.vtt
8001,8001,YRkhkGbsYHw.en,00:22:20.220,00:22:25.080, we are working with paulo Guerra on the rio paulo guedes she exemption from,https://www.youtube.com/watch?v=YRkhkGbsYHw.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/YRkhkGbsYHw.en.vtt
8052,8052,YRkhkGbsYHw.en,00:26:47.060,00:26:50.060, corruption you will see there is another thug who,https://www.youtube.com/watch?v=YRkhkGbsYHw.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/YRkhkGbsYHw.en.vtt
8062,8062,YRkhkGbsYHw.en,00:27:37.340,00:27:42.950, barbarity of that cross exempted that the chamber approved to if it was good or not the,https://www.youtube.com/watch?v=YRkhkGbsYHw.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/YRkhkGbsYHw.en.vtt
8078,8078,YRkhkGbsYHw.en,00:29:01.490,00:29:06.570, nor the judge succeeds in the big corruption process like lava,https://www.youtube.com/watch?v=YRkhkGbsYHw.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/YRkhkGbsYHw.en.vtt
8090,8090,YRkhkGbsYHw.en,00:30:09.000,00:30:15.870, disrupt do not know would not carry on the jet lava is not true and something else,https://www.youtube.com/watch?v=YRkhkGbsYHw.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/YRkhkGbsYHw.en.vtt
8096,8096,YRkhkGbsYHw.en,00:30:44.580,00:30:50.070, a working group and as captain of the sunset it will not work natural right guys,https://www.youtube.com/watch?v=YRkhkGbsYHw.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/YRkhkGbsYHw.en.vtt
8101,8101,YRkhkGbsYHw.en,00:31:13.679,00:31:19.980, the deputy was from the pt in piauí her arguments here well i don't want,https://www.youtube.com/watch?v=YRkhkGbsYHw.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/YRkhkGbsYHw.en.vtt
8106,8106,YRkhkGbsYHw.en,00:31:44.010,00:31:51.320, of my page do not leave I will pro block it I accept criticism,https://www.youtube.com/watch?v=YRkhkGbsYHw.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/YRkhkGbsYHw.en.vtt
8149,8149,YRkhkGbsYHw.en,00:35:46.329,00:35:54.880, party this is what is done is the cooptation all the time so i talked about,https://www.youtube.com/watch?v=YRkhkGbsYHw.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/YRkhkGbsYHw.en.vtt
8158,8158,YRkhkGbsYHw.en,00:36:37.140,00:36:41.680, it was the exception of the current year god help her to continue having strength is acting,https://www.youtube.com/watch?v=YRkhkGbsYHw.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/YRkhkGbsYHw.en.vtt
8168,8168,YRkhkGbsYHw.en,00:37:27.470,00:37:33.540, exceptional as an exceptional jurist also i will not say that he is super,https://www.youtube.com/watch?v=YRkhkGbsYHw.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/YRkhkGbsYHw.en.vtt
8187,8187,YRkhkGbsYHw.en,00:39:15.180,00:39:21.750, if you were merged it was to help and then it was to help not fight corruption,https://www.youtube.com/watch?v=YRkhkGbsYHw.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/YRkhkGbsYHw.en.vtt
8192,8192,YRkhkGbsYHw.en,00:39:49.440,00:39:55.650, an exceptional overdraft job 5 of the total to another bank,https://www.youtube.com/watch?v=YRkhkGbsYHw.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/YRkhkGbsYHw.en.vtt
8224,8224,YRkhkGbsYHw.en,00:43:40.050,00:43:45.180, home corruption charge we have to continue like that a few less,https://www.youtube.com/watch?v=YRkhkGbsYHw.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/YRkhkGbsYHw.en.vtt
8225,8225,YRkhkGbsYHw.en,00:43:45.180,00:43:48.900, government corruption people want to impose my quota a,https://www.youtube.com/watch?v=YRkhkGbsYHw.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/YRkhkGbsYHw.en.vtt
8236,8236,YRkhkGbsYHw.en,00:44:38.190,00:44:45.330, concierge a clear option of justice combined with a tv a soup tv globe,https://www.youtube.com/watch?v=YRkhkGbsYHw.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/YRkhkGbsYHw.en.vtt
8252,8252,YRkhkGbsYHw.en,00:46:11.089,00:46:17.359, processed now but the one by the media now the globe explains there explaining the,https://www.youtube.com/watch?v=YRkhkGbsYHw.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/YRkhkGbsYHw.en.vtt
8282,8282,YRkhkGbsYHw.en,00:48:33.930,00:48:38.250, flies exempt from my responsibility another partial sanction another blow,https://www.youtube.com/watch?v=YRkhkGbsYHw.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/YRkhkGbsYHw.en.vtt
8315,8315,rSO0DszwUbA.en,00:00:29.029,00:00:34.559, except the social groups you are not the three of us here only with the ones on the plane,https://www.youtube.com/watch?v=rSO0DszwUbA.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/rSO0DszwUbA.en.vtt
8347,8347,rSO0DszwUbA.en,00:03:39.610,00:03:42.880, understood now in september we are going to inaugurate the two were after the year,https://www.youtube.com/watch?v=rSO0DszwUbA.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/rSO0DszwUbA.en.vtt
